username,bio,followers_count,following_count,is_private,posts_count,fake
botl2yqs,Don't miss this opportunity!!!,97,2229,0,4,1
danjohnson60,Music lover and artist.,3625,1176,0,265,0
dandavis91,Travel junkie exploring the world.,8137,680,0,370,0
lindawilson74,Foodie and chef in the making.,846,706,0,40,0
danbrown77,Fitness trainer and nutrition expert.,1817,1161,0,69,0
botg9qcw,Follow me for more followers!!!,152,2893,1,6,1
dansmith85,Fitness trainer and nutrition expert.,1963,1437,0,324,0
lindajohnson2,Music lover and artist.,3541,1538,0,215,0
markjohnson78,Music lover and artist.,7462,1985,0,372,0
alicedavis71,Love hiking and photography.,6574,554,0,367,0
alicesmith14,Love hiking and photography.,5942,1892,0,264,0
janedavis76,Foodie and chef in the making.,7241,1883,0,85,0
johnmiller26,Travel junkie exploring the world.,1278,675,1,439,0
bot2pp9a,Win a free iPhone today!!!,62,2997,0,1,1
danbrown96,Love hiking and photography.,8697,1907,0,300,0
lindawilliams72,Music lover and artist.,8739,908,0,69,0
bot13qfv,Follow me for more followers!!!,23,1345,0,6,1
botyq7b5,Get free likes now!,136,2513,1,8,1
janemiller82,Music lover and artist.,2022,110,0,320,0
botkccw1,Amazing offers!!! Check this out!!!,18,2238,1,2,1
chrismiller82,Tech enthusiast and blogger.,4209,221,0,380,0
janesmith85,Digital marketer and designer.,2470,938,1,272,0
spam41ub5,Win a free iPhone today!!!,66,2065,1,1,1
lindawilson13,Fitness trainer and nutrition expert.,4346,1430,0,337,0
lindasmith42,Love hiking and photography.,4010,1469,0,157,0
johnjohnson96,Foodie and chef in the making.,1205,1076,0,177,0
spamonf0r,Win a free iPhone today!!!,197,1724,1,6,1
test3qnq2,Earn $$$ fast and easy!!!,181,1984,0,7,1
mikedavis67,Tech enthusiast and blogger.,8499,1820,1,321,0
user7ssmd,Follow me for more followers!!!,145,2586,0,5,1
bot3jtwb,Buy followers here! http://fakefollowers.com,160,2877,0,2,1
jessicasmith36,Digital marketer and designer.,8777,1833,0,50,0
katewilliams7,Student of life and coding.,540,397,0,211,0
chrisbrown98,Fitness trainer and nutrition expert.,4897,180,0,222,0
katewilson15,Tech enthusiast and blogger.,8993,617,0,359,0
johnmiller49,Travel junkie exploring the world.,1733,447,0,284,0
lindasmith61,Love hiking and photography.,4073,1318,0,244,0
jessicadavis66,Bookworm and writer.,7228,1315,0,35,0
marksmith47,Bookworm and writer.,3759,1529,0,105,0
spamrlhxb,Amazing offers!!! Check this out!!!,29,1011,0,1,1
botc9lwz,Don't miss this opportunity!!!,107,902,1,0,1
markwilson58,Digital marketer and designer.,837,987,0,293,0
userk3y7b,Visit www.scamsite.com for great deals,188,513,0,6,1
testmsn6y,Visit www.scamsite.com for great deals,56,2692,0,1,1
jessicajones17,Entrepreneur and startup founder.,4426,1656,0,165,0
userrbgpv,Follow me for more followers!!!,3,1328,1,1,1
markbrown64,Digital marketer and designer.,367,537,0,22,0
chrisbrown42,Entrepreneur and startup founder.,565,1807,0,69,0
jessicamiller2,Fitness trainer and nutrition expert.,3714,1940,0,162,0
jessicajones89,Fitness trainer and nutrition expert.,1461,835,0,281,0
lindabrown54,Bookworm and writer.,4904,1185,0,426,0
testmrgsg,Don't miss this opportunity!!!,45,549,0,2,1
userpft70,Click here for free gifts!!!,151,1214,0,4,1
alicejones62,Travel junkie exploring the world.,2749,462,0,287,0
fakecgmy9,Follow me for more followers!!!,24,963,0,7,1
user3ougu,Win a free iPhone today!!!,175,1469,0,8,1
janedavis21,Digital marketer and designer.,7713,1944,0,352,0
alicejones16,Bookworm and writer.,4695,1948,0,412,0
botypxzn,Win a free iPhone today!!!,156,1346,1,8,1
marksmith96,Music lover and artist.,5087,779,0,336,0
mikejohnson81,Fitness trainer and nutrition expert.,4565,83,0,166,0
dansmith75,Foodie and chef in the making.,1631,869,0,198,0
jessicajohnson86,Student of life and coding.,207,1431,1,488,0
spambeoi8,Win a free iPhone today!!!,105,2253,0,6,1
jessicajones79,Fitness trainer and nutrition expert.,4654,1724,0,435,0
alicewilliams97,Bookworm and writer.,6845,694,0,242,0
markjones6,Digital marketer and designer.,8280,451,0,340,0
botdfdsr,Click here for free gifts!!!,35,2726,0,5,1
botml74p,Amazing offers!!! Check this out!!!,75,560,0,1,1
alicewilson4,Travel junkie exploring the world.,9807,1322,0,134,0
lindawilliams49,Music lover and artist.,3952,308,0,105,0
alicewilson20,Student of life and coding.,5144,1461,0,185,0
alicejohnson56,Music lover and artist.,3538,1416,0,388,0
jessicasmith49,Tech enthusiast and blogger.,5862,159,0,404,0
danwilliams87,Digital marketer and designer.,6617,881,0,323,0
johnbrown59,Student of life and coding.,3714,112,0,282,0
spam9elsg,,92,2666,1,9,1
testmiowi,,145,2750,0,9,1
markwilliams8,Travel junkie exploring the world.,2358,769,0,437,0
test3gqiq,Click here for free gifts!!!,69,2518,0,1,1
markdavis13,Entrepreneur and startup founder.,5021,506,1,123,0
jessicabrown7,Music lover and artist.,8462,1234,0,386,0
alicejohnson40,Entrepreneur and startup founder.,3730,1600,1,308,0
markjones22,Tech enthusiast and blogger.,2991,1013,0,114,0
testm869u,Earn $$$ fast and easy!!!,107,2806,0,1,1
fakevewaq,Follow me for more followers!!!,159,2061,0,9,1
jessicabrown56,Entrepreneur and startup founder.,1066,377,0,66,0
danwilson96,Travel junkie exploring the world.,5116,1679,0,405,0
fake0618v,Get free likes now!,18,2788,1,1,1
janedavis77,Love hiking and photography.,6760,903,1,273,0
testse2uj,Buy followers here! http://fakefollowers.com,10,827,0,9,1
chrisbrown56,Foodie and chef in the making.,8746,603,0,187,0
janejones21,Bookworm and writer.,8609,1993,0,249,0
jessicasmith91,Digital marketer and designer.,7418,211,0,45,0
johnjones61,Love hiking and photography.,9557,1132,0,289,0
alicemiller51,Entrepreneur and startup founder.,8645,1781,0,337,0
mikesmith27,Tech enthusiast and blogger.,6125,403,0,15,0
mikedavis20,Bookworm and writer.,2982,1311,0,43,0
janedavis87,Bookworm and writer.,8643,136,0,261,0
jessicadavis98,Student of life and coding.,4681,844,0,348,0
user7tdio,Don't miss this opportunity!!!,41,1982,0,8,1
lindabrown3,Student of life and coding.,1359,1509,0,339,0
botvq8uf,Follow me for more followers!!!,30,1465,1,7,1
chriswilliams58,Digital marketer and designer.,5972,1103,0,422,0
johnmiller54,Entrepreneur and startup founder.,7704,1669,0,23,0
chrissmith56,Love hiking and photography.,6355,951,1,364,0
johnsmith45,Foodie and chef in the making.,8674,1411,0,281,0
bothx1ki,Amazing offers!!! Check this out!!!,154,2216,0,8,1
johnbrown42,Entrepreneur and startup founder.,6290,1149,0,138,0
userwe2az,Don't miss this opportunity!!!,129,1891,0,3,1
janewilson84,Fitness trainer and nutrition expert.,6913,878,0,400,0
userlnov5,Visit www.scamsite.com for great deals,113,1204,0,8,1
botm80cl,Visit www.scamsite.com for great deals,116,2044,1,3,1
spam3a1v7,Follow me for more followers!!!,190,2793,0,6,1
lindajohnson41,Student of life and coding.,9994,1377,0,190,0
chrissmith15,Bookworm and writer.,3487,1768,0,469,0
testnr6dz,Earn $$$ fast and easy!!!,94,1960,1,7,1
lindasmith24,Travel junkie exploring the world.,6442,438,0,464,0
chrissmith21,Fitness trainer and nutrition expert.,1412,422,0,366,0
chrisdavis15,Music lover and artist.,2036,428,0,48,0
jessicabrown62,Music lover and artist.,8712,1650,0,425,0
janesmith76,Entrepreneur and startup founder.,3321,969,0,430,0
botj801t,Visit www.scamsite.com for great deals,166,2972,1,3,1
lindawilliams11,Digital marketer and designer.,4090,1974,0,476,0
mikejones89,Fitness trainer and nutrition expert.,466,1120,0,334,0
botsiao6,Get free likes now!,90,2948,0,8,1
fakeqbsr6,Visit www.scamsite.com for great deals,10,1757,0,6,1
spamj3tn3,,86,1181,1,0,1
katedavis32,Digital marketer and designer.,8801,1177,0,256,0
user0yghq,Buy followers here! http://fakefollowers.com,52,2561,0,7,1
fakelp4yb,Buy followers here! http://fakefollowers.com,70,1283,1,9,1
mikedavis19,Foodie and chef in the making.,4677,1124,0,497,0
fakejf4f4,Amazing offers!!! Check this out!!!,10,2662,0,2,1
chrisjohnson6,Bookworm and writer.,7849,1117,0,297,0
userpif8v,Earn $$$ fast and easy!!!,64,826,1,0,1
dansmith63,Love hiking and photography.,5160,825,0,444,0
markwilliams4,Entrepreneur and startup founder.,9542,1087,0,33,0
spamt5x6g,Follow me for more followers!!!,178,1799,0,6,1
userwaj5s,Click here for free gifts!!!,117,2713,1,0,1
johnjones91,Love hiking and photography.,4822,312,0,107,0
userks3o9,Amazing offers!!! Check this out!!!,38,2263,0,5,1
markwilliams24,Digital marketer and designer.,532,52,0,350,0
janejones72,Entrepreneur and startup founder.,3353,1413,0,468,0
chrisjones12,Foodie and chef in the making.,4456,1663,0,268,0
katewilliams63,Love hiking and photography.,5505,1983,0,264,0
lindamiller98,Love hiking and photography.,2639,282,0,263,0
danbrown36,Travel junkie exploring the world.,9301,394,0,332,0
danjohnson79,Bookworm and writer.,8814,930,0,273,0
katewilson9,Bookworm and writer.,9587,1540,0,407,0
fakerrslp,Visit www.scamsite.com for great deals,171,2448,1,9,1
marksmith20,Tech enthusiast and blogger.,9684,1867,0,350,0
fakejmw4g,Follow me for more followers!!!,193,861,0,5,1
lindawilliams48,Foodie and chef in the making.,4641,567,0,355,0
janejohnson15,Travel junkie exploring the world.,7483,583,0,109,0
testz31lk,Don't miss this opportunity!!!,196,1282,1,9,1
katejohnson19,Love hiking and photography.,2783,1995,0,285,0
alicewilliams2,Digital marketer and designer.,9916,1685,0,127,0
lindajones63,Travel junkie exploring the world.,5226,814,0,216,0
spam22lsu,Buy followers here! http://fakefollowers.com,57,866,1,5,1
lindawilliams93,Fitness trainer and nutrition expert.,2076,1100,0,404,0
alicejohnson13,Fitness trainer and nutrition expert.,7765,1545,0,463,0
spam6qrr1,Follow me for more followers!!!,48,1124,0,1,1
danwilson28,Music lover and artist.,1429,871,0,236,0
chriswilson39,Student of life and coding.,3012,977,0,23,0
botvqr05,Earn $$$ fast and easy!!!,60,1349,0,7,1
mikejohnson49,Travel junkie exploring the world.,4094,1995,0,322,0
test6ajj2,Earn $$$ fast and easy!!!,119,2544,0,9,1
danjones19,Tech enthusiast and blogger.,3032,1376,0,241,0
spamtiayu,Get free likes now!,18,598,0,6,1
katejohnson34,Bookworm and writer.,8443,117,0,338,0
danmiller94,Entrepreneur and startup founder.,7879,759,0,281,0
katebrown94,Travel junkie exploring the world.,2155,415,1,421,0
fakeex25f,Amazing offers!!! Check this out!!!,141,1913,1,1,1
lindajohnson61,Entrepreneur and startup founder.,2508,55,0,463,0
chrisdavis6,Bookworm and writer.,7113,1790,0,53,0
janewilson68,Travel junkie exploring the world.,1189,210,0,407,0
johnsmith68,Music lover and artist.,9583,1580,0,225,0
testph53t,Amazing offers!!! Check this out!!!,191,2502,0,4,1
danmiller16,Entrepreneur and startup founder.,2499,635,1,213,0
johnwilliams57,Student of life and coding.,3473,408,1,457,0
fake7a5cz,Earn $$$ fast and easy!!!,198,1157,0,1,1
johnbrown1,Fitness trainer and nutrition expert.,3357,495,0,386,0
markwilson8,Travel junkie exploring the world.,1807,1345,0,237,0
spamwkfrb,Click here for free gifts!!!,3,2931,0,9,1
lindabrown52,Student of life and coding.,3808,1328,1,250,0
mikesmith35,Music lover and artist.,4001,1688,0,179,0
test9a8ct,Amazing offers!!! Check this out!!!,119,511,0,4,1
dandavis85,Tech enthusiast and blogger.,4183,263,0,204,0
spam9qt22,Amazing offers!!! Check this out!!!,129,965,1,7,1
dandavis92,Love hiking and photography.,818,83,0,43,0
johnjones53,Music lover and artist.,8670,1713,0,63,0
spam9lf7p,Follow me for more followers!!!,98,1117,0,9,1
userqn3jt,Get free likes now!,184,761,1,4,1
katebrown21,Digital marketer and designer.,6790,1262,0,461,0
chriswilliams61,Tech enthusiast and blogger.,9485,1759,0,64,0
alicewilson25,Foodie and chef in the making.,1695,1704,0,39,0
danjones58,Tech enthusiast and blogger.,6550,500,0,233,0
fakenbw6i,Amazing offers!!! Check this out!!!,103,1937,0,7,1
alicewilliams50,Student of life and coding.,3626,555,0,404,0
mikesmith86,Love hiking and photography.,3886,1238,0,275,0
johndavis2,Student of life and coding.,2704,753,0,296,0
janejohnson45,Music lover and artist.,3209,1627,0,104,0
alicewilson14,Music lover and artist.,8475,1606,0,69,0
katejones84,Digital marketer and designer.,4235,780,0,140,0
alicewilliams50,Music lover and artist.,5849,1622,1,324,0
chrisdavis15,Tech enthusiast and blogger.,3036,1088,0,481,0
spam92zs0,Amazing offers!!! Check this out!!!,12,2718,1,7,1
johnjohnson94,Digital marketer and designer.,3684,860,0,484,0
marksmith88,Love hiking and photography.,9616,1660,0,237,0
jessicawilson29,Entrepreneur and startup founder.,3213,1720,0,465,0
botofv8p,Buy followers here! http://fakefollowers.com,191,2587,0,8,1
alicewilson15,Music lover and artist.,1000,861,0,109,0
katedavis46,Foodie and chef in the making.,4229,114,1,279,0
chrisbrown15,Student of life and coding.,4738,699,0,38,0
alicedavis29,Travel junkie exploring the world.,2726,889,0,282,0
testpw66v,Follow me for more followers!!!,179,2572,0,7,1
alicemiller54,Travel junkie exploring the world.,1232,1447,0,260,0
alicejones15,Tech enthusiast and blogger.,1511,316,0,446,0
fakeuj9b0,Earn $$$ fast and easy!!!,114,2249,0,7,1
janedavis64,Music lover and artist.,7035,1442,0,198,0
testkeba4,,52,2356,0,3,1
danwilson54,Travel junkie exploring the world.,2206,1867,0,429,0
fakepwxdp,Click here for free gifts!!!,92,886,0,9,1
alicejones10,Love hiking and photography.,9087,1445,0,462,0
johnwilliams56,Love hiking and photography.,9822,1002,0,355,0
janejohnson85,Fitness trainer and nutrition expert.,6218,1542,0,209,0
johnjohnson84,Fitness trainer and nutrition expert.,8649,1857,1,418,0
alicewilliams31,Fitness trainer and nutrition expert.,2946,1452,0,174,0
janewilliams41,Tech enthusiast and blogger.,7047,939,0,85,0
botdbjug,,95,2863,0,8,1
lindasmith37,Travel junkie exploring the world.,2650,611,0,57,0
johnwilson52,Student of life and coding.,8901,880,1,79,0
markbrown45,Foodie and chef in the making.,4783,1621,0,82,0
katewilson29,Student of life and coding.,1998,815,1,32,0
alicejohnson27,Bookworm and writer.,5147,263,0,149,0
alicedavis32,Tech enthusiast and blogger.,2223,1532,0,108,0
mikewilson75,Travel junkie exploring the world.,355,63,0,473,0
markwilliams88,Fitness trainer and nutrition expert.,3504,225,0,447,0
markdavis32,Foodie and chef in the making.,3053,549,0,464,0
fake1aq1s,Amazing offers!!! Check this out!!!,63,2473,0,2,1
jessicamiller73,Tech enthusiast and blogger.,3618,247,0,453,0
janejohnson3,Student of life and coding.,9105,106,0,414,0
botedqv8,Amazing offers!!! Check this out!!!,176,2378,0,2,1
fakex0t8o,,81,549,1,6,1
spamsf19d,Click here for free gifts!!!,144,689,0,8,1
danbrown60,Bookworm and writer.,5381,682,0,171,0
danbrown76,Student of life and coding.,8484,1167,0,102,0
marksmith91,Digital marketer and designer.,6105,1276,0,409,0
usermrv07,,157,2863,1,0,1
lindawilson91,Entrepreneur and startup founder.,3301,387,0,72,0
johndavis26,Entrepreneur and startup founder.,2745,485,0,347,0
userqgtpn,Get free likes now!,185,912,1,9,1
johnsmith74,Digital marketer and designer.,6030,961,0,160,0
danjohnson70,Music lover and artist.,6167,1047,0,174,0
markjohnson82,Travel junkie exploring the world.,7599,371,0,212,0
lindasmith10,Bookworm and writer.,7169,1856,1,130,0
dansmith15,Foodie and chef in the making.,4532,571,0,387,0
bot6s23t,Follow me for more followers!!!,70,1140,0,3,1
marksmith20,Bookworm and writer.,7107,729,0,335,0
markbrown48,Travel junkie exploring the world.,216,982,0,225,0
testnulmx,Amazing offers!!! Check this out!!!,127,942,0,4,1
mikejones88,Tech enthusiast and blogger.,844,603,0,143,0
katejones92,Foodie and chef in the making.,7081,136,0,277,0
lindawilson49,Tech enthusiast and blogger.,7044,467,0,329,0
katemiller62,Student of life and coding.,1513,1395,0,31,0
katesmith38,Digital marketer and designer.,7594,1481,0,156,0
danbrown65,Fitness trainer and nutrition expert.,3432,518,0,133,0
userc2i3x,Earn $$$ fast and easy!!!,34,1360,0,3,1
spamagndt,Follow me for more followers!!!,8,2085,1,9,1
botejwxu,Click here for free gifts!!!,25,2233,0,4,1
lindamiller62,Bookworm and writer.,4366,1901,0,94,0
mikewilson60,Digital marketer and designer.,8546,943,0,155,0
chriswilliams22,Bookworm and writer.,4825,1689,0,322,0
johnjohnson74,Music lover and artist.,6056,134,0,271,0
mikemiller48,Foodie and chef in the making.,7464,1479,0,166,0
lindabrown25,Entrepreneur and startup founder.,4998,1265,0,270,0
markwilson12,Foodie and chef in the making.,4747,1183,0,416,0
johndavis34,Tech enthusiast and blogger.,1654,692,1,127,0
fake2ayjy,Amazing offers!!! Check this out!!!,42,2644,0,2,1
mikewilson19,Music lover and artist.,9057,365,0,392,0
spamuss6k,Earn $$$ fast and easy!!!,26,2468,0,8,1
katewilliams75,Entrepreneur and startup founder.,8976,336,0,330,0
marksmith6,Entrepreneur and startup founder.,1691,1372,1,33,0
mikewilson92,Music lover and artist.,4344,564,1,354,0
alicebrown58,Travel junkie exploring the world.,6547,894,0,114,0
janesmith38,Entrepreneur and startup founder.,7457,813,1,120,0
johnwilson34,Foodie and chef in the making.,197,1247,0,154,0
lindajones58,Student of life and coding.,2572,450,0,404,0
test7p7ij,Amazing offers!!! Check this out!!!,17,2542,0,0,1
janejohnson5,Bookworm and writer.,7154,1323,1,495,0
chrisbrown73,Travel junkie exploring the world.,3989,892,0,370,0
botbtebo,Follow me for more followers!!!,66,2806,1,0,1
janebrown67,Music lover and artist.,7797,1015,1,59,0
jessicajohnson88,Love hiking and photography.,6501,1345,0,396,0
alicebrown17,Music lover and artist.,1568,1194,0,317,0
spamwxtpa,Buy followers here! http://fakefollowers.com,159,2881,0,6,1
spambv0d1,Win a free iPhone today!!!,178,1128,0,2,1
markwilliams2,Fitness trainer and nutrition expert.,2065,1508,1,371,0
userzuf5f,Win a free iPhone today!!!,27,1484,0,5,1
jessicasmith81,Tech enthusiast and blogger.,621,609,0,393,0
katedavis9,Student of life and coding.,5938,1804,0,90,0
bot31612,Win a free iPhone today!!!,52,1517,0,8,1
danbrown39,Tech enthusiast and blogger.,5860,1086,0,231,0
mikejohnson75,Student of life and coding.,9645,1257,0,375,0
katemiller53,Music lover and artist.,1884,954,0,18,0
katebrown15,Travel junkie exploring the world.,9521,682,1,78,0
jessicajohnson55,Student of life and coding.,6963,691,0,272,0
lindajohnson78,Digital marketer and designer.,1492,1451,0,457,0
chriswilson46,Bookworm and writer.,5288,667,0,86,0
lindabrown53,Travel junkie exploring the world.,9841,705,0,295,0
katejones73,Digital marketer and designer.,3925,486,0,430,0
